GRAPH 110 1879:
    5 -- 101
   90 --  97
   14 --  48
   32 --  96
   24 --  61
   33 --  86
    4 --  14
   80 --  87
    0 --  38
   46 --  58
   48 --  96
   96 -- 106
   59 --  94
    3 --  19
   23 --  76
   72 -- 102
   60 --  64
   19 --  20
   32 --  60
    5 --  41
   61 --  92
   39 --  76
   51 --  90
   34 --  62
    8 --  53
    7 --  39
   15 --  64
   63 --  90
   11 --  32
   29 --  86
   42 --  46
    6 --  56
   53 --  80
   49 --  80
   18 --  55
   55 --  94
   38 --  50
    3 -- 108
    4 -- 102
    8 --  97
   64 --  78
   56 --  91
   11 --  28
   14 --  59
   90 -- 104
    9 -- 107
   66 --  76
   34 -- 101
    0 --  61
   46 --  61
   48 -- 103
   20 --  48
   96 --  97
    6 --   7
   73 --  97
    2 --  63
   84 --  85
    5 --  18
   61 --  85
   14 --  71
   27 --  45
   34 --  57
    8 --  60
    0 --  73
   48 --  83
   76 -- 105
   13 --  35
    3 --  85
   20 --  72
   11 --  21
   41 --  69
   33 --  96
    5 --  87
   18 --  65
   13 --  23
    7 --  97
   55 -- 107
   59 -- 108
    8 --  84
   73 -- 106
   45 --  81
    2 --  54
   84 --  92
   32 --  74
    5 --  27
   27 --  34
   10 --  86
   34 --  48
    0 --  64
   48 --  74
   76 --  96
    6 --  42
   49 --  66
   31 --  54
   74 --  90
    3 --  90
    4 --  84
   15 --  26
   65 --  66
   76 --  84
   45 --  57
    7 --  94
   55 --  96
   47 --  71
    3 --   6
   59 -- 101
   15 --  46
   64 -- 104
   36 --  97
   19 --  43
   94 -- 102
   14 --  81
   61 -- 103
   18 -- 108
   75 -- 101
   38 -- 107
   11 --  87
   29 --  33
   33 --  38
   25 --  65
    6 --  45
   13 --  85
   35 --  56
   26 --  79
   40 --  77
   17 --  61
   19 -- 100
   20 --  94
   77 --  91
   45 --  50
    1 -- 105
   66 --  89
   58 -- 106
   39 --  60
   79 -- 101
   44 --  73
    3 --  15
   23 --  80
   17 -- 105
   15 --  55
   36 -- 104
   28 --  29
    8 --  66
   85 --  92
   94 -- 105
   61 --  96
   18 -- 103
   27 --  48
    4 --  22
   87 --  90
   26 --  39
   35 --  80
    3 --  59
   24 --  84
   25 --  74
   16 --  17
   33 --  63
  101 -- 106
  102 -- 104
   41 --  47
   13 --  78
   79 --  94
   74 --  76
   75 --  86
   40 --  52
    3 --  72
   51 --  66
   17 --  54
    0 -- 106
   65 --  92
   28 --  64
   20 -- 101
    8 --  29
   42 --  54
   14 --  23
   66 --  80
   39 --  53
   60 --  99
   23 -- 105
   15 --  60
   64 -- 102
   84 -- 105
   85 -- 101
   18 --  94
   38 -- 101
   39 -- 105
   43 -- 106
   63 -- 103
  104 -- 108
   29 --  51
   59 --  79
   33 --  48
   23 --  61
    6 --  31
   31 --  45
   27 --  69
   75 --  79
   40 --  59
    4 --  65
   51 --  75
   17 --  47
    0 --  97
   65 --  85
   11 --  49
   20 -- 108
   42 --  49
   24 -- 103
   89 --  95
   31 --  81
   79 -- 107
   26 -- 101
    7 --  69
   48 --  58
   40 -- 103
   55 --  79
   88 --  97
   46 --  96
   23 -- 102
   17 --  91
   56 --  74
   32 --  86
   24 --  51
   14 --  42
   89 -- 107
   58 --  64
   39 -- 102
   21 --  60
   43 --  99
   35 --  94
   91 -- 109
   56 --  57
   20 --  39
  105 -- 107
   60 --  78
   23 --  58
   28 --  39
   31 --  42
   13 --  64
   26 --  88
   39 --  90
    4 --  72
   60 --  61
   34 --  40
    7 --  45
   20 -- 107
   42 --  56
   53 --  74
   31 --  94
   22 --  97
   26 -- 108
    7 --  66
    0 --  23
   47 --  91
   88 -- 104
   56 --  81
   14 --  45
   90 --  98
   57 --  91
   58 --  75
   43 --  88
   44 -- 106
    0 --  35
    3 --  46
   72 --  99
   36 --  73
   22 --  44
   61 --  95
   27 --  83
   40 --  41
    4 --  55
   51 --  89
   15 --  71
    7 --  42
   63 --  89
   29 --  89
    6 --  69
   53 --  83
   49 --  83
   31 --  71
   18 --  56
   38 --  63
    3 -- 107
   51 -- 101
   11 --  27
   33 -- 106
   21 --  78
    4 --  10
   35 --  76
    0 --  58
   26 --  59
   46 --  62
   29 --  30
   11 -- 104
    3 --  23
   44 --  97
   92 -- 107
   72 -- 106
   45 --  91
   37 --  78
   32 --  48
   97 -- 102
   70 -- 109
   27 --  40
   74 --  96
   39 --  72
    4 --  62
   23 --  28
   10 --  51
   74 --  84
   55 --  90
   38 --  54
   12 --  61
    3 --  80
    8 -- 101
   64 --  66
   53 --  96
   10 -- 103
   66 --  72
   21 --  87
   44 --  88
   96 -- 101
   73 -- 101
   14 --  75
   27 --  33
   74 -- 107
   75 -- 107
   34 --  53
   15 --  85
   63 --  79
   76 -- 101
   24 --  67
   41 --  56
   31 --  53
   78 --  87
    4 -- 105
   52 --  99
   17 --  71
   56 -- 102
   20 --  84
   76 --  89
    5 --  83
   53 -- 105
   21 --  80
    0 --   8
   46 --  72
   55 -- 103
   12 -- 104
   59 --  96
   20 --  59
   23 --  94
   15 --  45
   51 --  63
   45 --  77
   36 -- 102
   94 --  99
   32 --  78
    5 --   7
   70 --  95
   62 --  72
   53 --  61
   75 --  96
    4 --  44
    8 --  39
    7 --  17
   99 -- 102
   55 --  59
    3 --  49
   59 --  60
   73 --  90
   31 --  50
   79 --  84
   35 --  55
   75 --  92
    3 --  94
   43 --  55
   17 --  56
   64 --  80
   28 --  78
   19 --  99
   76 --  80
   42 --  64
    5 --  92
   45 --  53
   10 -- 105
   66 --  90
   78 -- 106
   60 -- 105
   23 --  87
    8 --  95
   84 -- 103
   94 -- 106
   33 --  73
   14 --  85
   71 --  92
   18 -- 104
   47 --  48
   95 -- 106
    4 --  43
   34 --  71
    8 --  46
    7 --  14
   48 --  69
   20 --  22
   29 --  61
   33 --  58
   50 --  71
   31 --  59
   14 --  97
   41 --  42
   26 --  75
   35 --  60
   75 --  85
   40 --  49
  103 -- 107
   51 --  65
   43 --  44
   17 --  49
    8 --  26
   64 --  87
   19 -- 104
   20 --  90
   65 --  95
   76 --  79
   24 --  29
    5 --  69
   45 --  46
   39 --  56
   79 --  97
   26 --  31
   35 -- 104
    7 --  83
   46 --  90
   60 --  96
   69 --  91
   56 --  64
   65 -- 107
   33 --  66
   71 --  85
   18 --  99
   66 -- 105
   47 --  57
    4 --  18
   43 -- 105
   35 --  84
    0 --  82
   11 --  64
   59 --  74
   33 --  51
   23 --  32
   36 --  88
  102 -- 108
   13 --  74
    5 --  61
   79 --  90
   35 --  37
   18 --  23
   40 --  56
    3 --  76
   17 --  42
    7 --  59
   37 --  39
   11 --  60
   20 --  97
   42 --  50
   14 --  27
   89 --  90
   39 --  49
   31 --  84
   26 -- 102
    7 --  72
    0 --  29
   47 --  81
   23 -- 101
   15 --  56
   56 --  71
   85 --  97
   24 --  48
   14 --  39
   18 --  90
   10 --  79
   57 --  77
   21 --  63
   39 -- 101
   86 -- 103
   20 --  36
    3 --  36
   24 --  95
   54 --  57
  102 -- 103
   31 --  41
   51 --  79
   34 --  45
    0 -- 101
    7 --  48
   20 -- 104
   42 --  61
   24 -- 107
   53 --  77
   39 --  46
   26 --  97
    0 --  20
   44 --  59
   55 --  75
   48 --  62
    3 --  97
   69 --  77
   65 -- 101
   41 --  81
   42 --  97
   33 --  92
   90 -- 103
   18 --  85
   58 --  76
   26 --  53
   56 --  61
   46 --  48
   48 -- 106
    3 --  45
   20 --  35
   60 --  74
   59 --  88
   28 --  35
    2 --  42
   97 -- 104
    5 --  47
   61 --  66
   62 --  80
   38 --  76
   51 --  84
    8 --  15
    7 --  41
   63 --  92
   29 --  92
   54 --  76
   26 -- 104
   18 --  61
   55 --  64
   48 --  53
    3 -- 102
   88 -- 108
   17 --  80
   64 --  72
   56 --  85
   32 --  97
   18 --  76
    1 --  12
   58 --  87
   21 --  65
    4 --  15
   26 --  60
    0 --  39
   92 -- 104
   48 --  97
   44 -- 102
   96 -- 107
    3 --  18
   23 --  79
   28 --  58
    5 --  40
   62 --  91
   74 -- 101
   40 --  45
   30 --  32
   39 --  79
   11 --  35
   42 --  47
    6 --  57
   54 --  71
   49 --  87
   50 --  95
   41 --  50
   38 --  51
   51 -- 105
   16 --  69
   15 --  23
   56 --  92
   29 -- 105
   42 --  83
   14 --  56
   90 -- 105
   18 --  71
   21 --  74
   22 --  72
   92 -- 103
   46 --  66
   25 --  42
   73 --  96
   28 --  49
   37 --  74
   84 --  86
   22 --  59
    5 --  17
   61 --  84
   71 -- 109
   53 --  55
   34 --  54
    8 --  61
    0 --  74
    7 --  31
   48 --  84
   63 --  66
   76 -- 106
    6 --  48
   10 --  63
   49 --  72
   78 --  80
   74 --  80
   40 --  64
    3 --  84
   17 --  66
    8 -- 105
   15 --  28
   20 --  73
   33 -- 103
   30 -- 102
    7 --  96
   55 -- 106
   20 --  56
   68 --  82
   60 --  87
    8 --  85
   15 --  32
   45 --  80
    5 --  26
   14 --  79
   62 --  69
    9 --  95
   21 --  39
   86 --  95
   52 --  91
    0 --  65
   63 --  75
   76 --  97
   73 --  85
   54 --  81
  101 -- 103
   10 --  38
   50 --  81
    9 --  11
   40 --  71
    4 --  85
   15 -- 101
   56 -- 106
   19 --  94
   11 --  13
   41 --  77
   42 --  69
   45 --  56
   66 --  95
   49 --  61
   58 --  96
   31 -- 101
   13 --  15
   55 --  99
   59 -- 100
   23 --  90
    8 --  92
   19 --  42
   13 --  96
   71 --  99
   53 --  57
   57 --  62
   21 --  32
   95 -- 105
   87 --  92
   15 --  94
   99 -- 106
    3 --  53
   23 --  46
    6 --  34
   73 --  94
   10 --  33
   31 --  62
   18 --  33
    3 --  66
    4 --  92
    8 --  23
   64 --  84
   65 --  90
   28 --  74
   37 --  49
   45 --  49
   66 --  86
   58 -- 107
   21 -- 101
   35 -- 103
    0 --   3
   46 --  87
   47 --  79
   12 --  99
    3 --  14
   60 -- 101
   64 --  96
   45 --  66
   85 --  91
   33 --  77
   24 --  38
   18 -- 100
   10 --  89
   57 --  71
    4 --  23
   80 --  96
   86 -- 105
   35 --  83
   26 --  36
    0 --  95
    3 --  58
   59 --  73
   23 --  39
  101 -- 105
   31 --  39
   14 -- 101
    5 --  48
   26 --  87
   79 --  89
   40 --  53
    3 --  75
   38 --  95
   17 --  53
    0 -- 107
    7 --  62
   19 -- 108
   29 --  77
   20 -- 102
   77 --  83
   37 --  58
    5 --  65
    6 --  81
   53 --  71
    7 --  79
   69 --  71
   23 -- 104
    8 --  74
   64 -- 103
   84 -- 106
   32 --  80
   71 --  81
   66 -- 101
   39 -- 104
  100 -- 106
    0 --  86
    3 --  35
   33 --  55
   23 --  60
   24 --  92
    5 --  57
   61 --  76
   26 --  94
   18 --  19
   40 --  60
   38 --  86
   17 --  46
    7 --  55
   65 --  84
   42 --  62
   14 --  31
   39 --  45
   13 --  58
   44 --  56
   48 --  59
   23 --  97
   32 --  87
   33 --  95
   14 --  43
   10 --  75
   57 --  81
   39 --  97
    4 --   5
   44 -- 108
   56 --  58
   20 --  32
    3 --  40
   60 --  79
   23 --  53
    6 --  23
   28 --  32
   32 --  35
   97 -- 107
    5 --  34
   61 --  69
   35 --  46
   39 --  85
    4 --  73
   60 --  62
   34 --  41
   28 --  87
   29 --  95
   42 --  57
   90 --  95
   36 --  55
   22 -- 102
   44 --  55
   48 --  50
   47 --  90
    3 -- 101
   17 --  83
   50 --  56
   14 --  50
   58 --  72
   80 --  85
   43 --  91
   87 --  96
   20 --  47
    3 --  17
   96 -- 104
    6 --  14
   72 -- 100
   93 -- 103
   32 --  58
   97 -- 108
   61 --  94
   74 -- 102
   40 --  42
   17 --  24
    8 --  51
   63 --  88
   48 --  90
   11 --  46
   72 --  80
   18 --  57
    3 -- 106
    4 -- 100
   64 --  76
   33 -- 105
   14 --  53
   90 -- 106
   27 --  31
   18 --  72
   35 --  79
   26 --  56
   48 -- 101
    3 --  22
   59 --  85
   23 --  75
   73 --  99
   32 --  49
   97 -- 101
   22 --  36
   70 --  98
   61 --  87
   74 --  97
   39 --  75
   34 --  59
   15 --  79
    7 --  34
   63 --  65
   48 --  81
   11 --  39
   23 --  31
   53 --  91
   54 --  91
   50 --  91
   31 --  79
   41 --  54
   13 --  37
   18 --  48
   74 --  85
   55 --  85
    4 --  99
   17 --  77
   56 --  96
   65 --  75
   29 -- 101
   41 --  71
   14 --  60
   10 -- 100
   58 --  90
   43 --  73
   44 --  89
   55 -- 105
   20 --  61
   96 -- 102
    3 --  31
   60 --  84
   23 --  64
   15 --  39
   59 -- 106
   45 --  83
   73 -- 100
   11 --  96
   32 --  72
   98 -- 100
   61 --  80
   74 -- 104
   21 --  26
   95 -- 103
   39 --  64
   34 --  50
   15 --  84
    7 --  27
    8 --  33
   55 --  61
   76 -- 102
   72 --  94
   36 --  44
   35 --  49
   18 --  43
   74 --  92
    3 --  88
    4 -- 106
   64 --  90
   56 -- 103
   65 --  76
   76 --  90
   58 -- 101
   78 --  96
   55 -- 102
   47 --  69
   12 -- 105
    3 --   4
   59 --  99
    8 --  89
   84 --  89
   94 --  96
    5 --   6
   61 -- 105
   53 --  60
   14 --  83
   27 --  57
   21 --  35
   34 --  77
    7 --  16
   55 --  58
   11 --  85
    3 --  48
   24 --  75
    6 --  47
   36 --  43
   50 --  77
   31 --  61
   13 --  87
   26 --  65
   75 --  95
   15 --  97
   37 --  52
    5 --  91
    6 --  91
   31 --  97
   22 --  94
    7 --  85
   46 --  80
   12 --  96
   69 --  81
   15 --  53
   45 --  69
   84 --  96
   85 --  94
    5 --  15
   27 --  62
   10 --  90
    4 --  20
    0 --  92
   20 --  23
   11 --  74
  102 -- 106
   13 --  80
   79 --  92
   26 --  72
   74 --  78
   75 --  84
   40 --  50
  103 -- 106
    4 --  88
   17 --  48
    0 -- 104
    7 --  61
   42 --  72
   14 --  17
   39 --  59
   79 --  96
   35 -- 107
   83 -- 101
   60 --  97
   56 --  65
   19 --  55
   33 --  65
   18 --  96
   47 --  56
   38 -- 103
    4 --  19
   43 -- 104
   35 --  87
   63 -- 101
  104 -- 106
   24 --  89
   23 --  35
   28 --  46
   37 --  85
   14 -- 105
   61 --  79
   18 --  20
   40 --  57
    3 --  79
    4 --  71
   17 --  41
    7 --  58
   65 --  87
   24 -- 101
    5 --  77
   10 --  24
   39 --  48
   31 --  87
   22 -- 104
   79 -- 105
    7 --  75
   48 --  56
   68 --  75
   15 --  59
   85 --  96
   33 --  90
   89 -- 101
   71 --  77
   10 --  76
   66 --  97
   58 --  66
    4 --  26
   43 --  97
   26 --  43
    3 --  39
   23 --  56
   73 --  76
   54 --  62
   37 --  94
   28 --  37
  106 -- 107
   31 --  40
   61 --  72
   39 --  88
    4 --  78
   34 --  42
   17 --  34
    0 -- 102
   63 --  86
   29 --  66
   42 --  58
   22 --  99
    7 --  64
   55 --  74
    3 --  96
   88 -- 102
   56 --  79
    2 --  23
   85 -- 105
   41 --  80
   33 --  83
   14 --  47
   80 --  82
   34 --  81
   43 -- 102
    0 --  33
   56 --  62
   46 --  49
   48 -- 107
   44 -- 104
   20 --  44
   60 --  75
    3 --  44
   72 --  97
   23 --  49
   63 -- 107
   28 --  60
   58 --  60
   32 --  39
   61 --  65
   62 --  81
   27 --  81
    4 --  53
   17 --  27
    7 --  40
   63 --  95
   29 --  91
   90 --  91
   53 --  85
    6 --  71
   54 --  77
   31 --  69
   26 -- 105
   18 --  58
   48 --  54
   40 --  83
    3 -- 105
   64 --  73
   33 --  84
   14 --  54
   24 --  63
   58 --  84
   21 --  64
    4 --   8
   35 --  74
    0 --  56
   26 --  61
   92 -- 105
   20 --  43
   23 --  78
   72 -- 104
   45 --  93
   19 --  22
   37 --  64
   61 --  90
   40 --  46
   39 --  78
    4 --  60
   51 --  92
    8 --  55
    7 --  33
   29 --  84
    6 --  62
   53 --  94
   54 --  68
   55 --  88
   38 --  48
    4 --  96
   17 --  72
   42 --  80
   14 --  57
   22 --  73
   13 --  28
   44 --  94
    0 --  63
   55 -- 108
    3 --  26
   59 -- 105
   73 -- 103
   14 --  69
   53 --  54
   27 --  47
   75 -- 105
    4 --  59
   15 --  75
    0 --  75
   76 -- 107
   33 --  42
   24 --  65
   72 --  91
   31 --  75
   18 --  44
   15 --  31
   65 --  79
   19 --  88
   20 --  74
   11 --  23
   76 --  95
   33 -- 102
    5 --  85
   42 --  91
   45 --  62
   57 -- 104
   58 -- 102
   13 --  21
   55 -- 101
   46 --  74
   60 --  80
   51 --  61
   15 --  35
   73 -- 104
   45 --  79
   36 -- 100
   84 --  94
   19 --  36
    8 --  86
   71 -- 101
   10 --  84
   86 --  92
   99 -- 100
    7 --  23
   15 --  80
   48 --  76
   11 --  80
    0 --  66
   77 -- 108
   33 --  35
   29 --  38
    6 --  40
   73 --  84
  101 -- 102
   49 --  64
   31 --  48
   18 --  39
   75 --  90
   40 --  72
   12 --  49
   43 --  53
   17 --  58
   56 -- 107
   19 --  97
   76 --  86
   41 --  76
   42 --  66
   10 -- 107
   66 --  92
   58 --  97
   49 --  60
   31 -- 100
   35 --  97
   83 --  91
    3 --   8
   23 --  85
   64 -- 106
   45 --  72
   36 --  99
   84 -- 101
   94 -- 100
   33 --  75
   61 -- 101
   53 --  56
   62 --  77
   18 -- 106
   10 --  95
   47 --  54
   38 -- 105
   75 -- 103
    7 --  12
    0 --  89
   29 --  63
   24 --  79
    6 --  35
   72 --  73
   31 --  57
    5 --  54
   26 --  77
   35 --  58
   12 --  40
  103 -- 105
    8 --  24
   64 --  85
   65 --  89
   19 -- 102
   20 --  88
   42 --  77
    5 --  71
   45 --  48
   67 --  95
   58 -- 104
   79 -- 103
   35 -- 102
    7 --  81
   15 --  49
   64 --  97
   36 -- 106
   33 --  76
   14 --  94
   71 --  91
   18 -- 101
   27 --  50
   66 -- 107
  100 -- 108
   11 --  78
    3 --  61
   59 --  72
   24 --  86
   33 --  61
    6 --  26
   81 --  91
   36 --  94
  101 -- 104
   41 --  45
   26 --  84
   40 --  54
    3 --  74
    4 --  68
   38 --  92
    8 --  31
    0 -- 108
    7 --  57
   20 -- 103
   11 --  58
   29 --  76
   10 --  29
   39 --  55
   23 -- 107
    8 --  75
   56 --  69
   19 --  59
   84 -- 107
   18 --  92
   10 --  65
   39 -- 107
    4 --  31
   86 --  97
   34 --  91
   43 -- 108
   26 --  44
   21 --  49
   20 --  26
   31 --  47
    5 --  56
   61 --  75
  106 -- 108
   27 --  71
   40 --  61
   34 --  47
   17 --  45
    7 --  54
   11 --  51
   42 --  63
   24 -- 105
   53 --  79
   13 --  57
   31 --  83
   22 -- 108
   26 --  99
    0 --  18
    7 --  71
   55 --  73
   88 --  99
   23 --  96
   56 --  76
   65 -- 103
   50 --  62
   41 --  83
   14 --  40
   89 -- 105
   18 --  87
   57 --  80
   58 --  78
   39 --  96
   21 --  58
   35 --  64
   26 --  55
   48 -- 104
   20 --  33
    3 --  43
   36 --  76
   97 -- 106
   22 --  43
   39 --  84
    4 --  74
   88 --  94
    7 --  47
   28 --  80
   90 --  92
   26 -- 106
   55 --  70
   46 -- 105
   40 --  80
    3 -- 100
   88 -- 106
   56 --  83
   19 --  73
   50 --  57
   90 --  96
   58 --  73
   26 --  62
   35 --  73
   44 -- 100
   96 -- 105
   25 --  35
   19 --  21
   32 --  59
   97 --  99
    5 --  42
   74 -- 103
   38 --  65
   21 --  23
   15 --  65
   17 --  31
   48 --  91
   53 --  81
   38 --  61
    4 -- 101
   51 -- 103
    8 --  96
   15 --  21
   56 --  90
   28 --  99
   20 --  64
   29 -- 107
   33 -- 104
   90 -- 107
   53 -- 101
   18 --  73
   66 --  79
   58 --  80
   44 --  99
    7 -- 105
   92 -- 101
   48 -- 102
   20 --  55
   35 --  78
   59 --  84
   60 --  94
   23 --  74
   72 -- 108
   46 --  60
   19 --  26
    2 --  62
   97 -- 100
   61 --  86
   27 --  42
   39 --  74
    4 --  56
   34 --  56
   15 --  78
    8 --  59
   76 -- 104
    6 --  50
   72 --  88
   49 --  74
   41 --  53
   13 --  36
   55 --  84
    4 -- 108
   43 --  59
   15 --  18
    8 -- 103
   56 --  97
   76 --  92
   33 --  97
   14 --  61
   18 --  64
   10 -- 101
   21 --  85
   43 --  72
    0 --  51
   55 -- 104
   96 -- 103
   60 --  85
   73 -- 107
   62 --  71
   74 -- 105
    4 --  39
   86 --  89
   15 --  87
    7 --  26
    0 --  79
   48 --  73
   55 --  60
   76 -- 103
    6 --  53
   54 --  83
   50 --  83
   31 --  55
   41 --  62
   78 --  85
   35 --  48
   26 --  71
   75 --  89
   40 --  69
   17 --  69
   56 -- 104
   41 --  79
   42 --  71
    5 --  81
   45 --  58
    0 --  10
   55 --  97
   46 --  78
    3 --   7
    8 --  90
   73 -- 108
   19 --  40
   84 --  90
   94 --  97
   32 --  64
   22 --  55
   53 --  59
   27 --  56
    1 --  45
   47 --  53
   15 --  92
   99 -- 104
   48 --  64
   12 --  94
   33 --  39
   24 --  76
   73 --  88
   31 --  60
   79 --  86
   18 --  35
   75 --  94
    3 --  64
   17 --  62
   15 --  96
   14 --  15
   58 -- 109
   39 --  61
   31 --  96
   35 -- 101
    7 --  84
   44 --  72
   47 --  77
    3 --  12
    8 --  65
   45 --  68
   84 --  97
   94 -- 104
   33 --  79
    5 --  14
   61 --  97
   14 --  91
   18 -- 102
   47 --  50
   21 --  43
   86 -- 107
   34 --  69
    7 --   8
   48 --  71
    3 --  56
   33 --  56
   23 --  37
    6 --  39
   36 --  83
  101 -- 107
  102 -- 107
   50 --  69
   22 --  26
    5 --  50
   79 --  95
   35 --  62
   18 --  26
   74 --  79
   27 --  77
   26 --  73
    3 --  73
   38 --  89
   15 -- 105
    7 --  60
    0 -- 105
   19 -- 106
   20 -- 100
   37 --  60
   29 --  79
    6 --  83
   39 --  58
   31 -- 105
   21 --  96
   26 --  29
   35 -- 106
    7 --  77
    0 --  24
   17 --  99
   64 -- 101
   15 --  61
   37 --  96
   84 -- 104
   85 -- 102
   65 -- 105
   33 --  64
   14 --  34
   71 --  87
   18 --  97
   27 --  54
   10 --  66
   66 -- 103
    0 --  84
  100 -- 104
  104 -- 107
    3 --  33
   24 --  90
   73 --  74
   31 --  34
   61 --  78
   35 --  39
   75 --  76
   40 --  58
   17 --  40
    0 --  96
    7 --  53
   65 --  86
   20 --  99
   42 --  48
    5 --  76
   13 --  60
   26 -- 100
    7 --  74
   55 --  76
   48 --  57
   47 --  83
   23 -- 103
    8 --  79
   15 --  58
   65 --  98
   19 --  63
   56 --  73
   32 --  85
   42 -- 100
   14 --  37
   33 --  89
   18 --  88
   57 --  83
   39 -- 103
   86 -- 101
   23 --  59
    6 --  17
   28 --  38
   37 --  93
   32 --  33
   61 --  71
   27 --  91
   38 --  75
    4 --  79
    8 --  10
    0 -- 103
    7 --  50
   28 --  85
   20 -- 106
   37 --  46
   29 --  65
    6 --  77
   53 --  75
   36 --  53
   92 --  95
   55 --  69
    3 --  99
   88 -- 103
   90 -- 101
   58 --  74
   26 --  51
   48 -- 108
   23 --  48
   82 --  89
   36 --  72
    2 --  40
   58 --  61
   49 --  96
    5 --  45
   61 --  64
   38 --  66
   39 --  80
   51 --  86
   29 --  90
   53 --  84
   30 --  78
   13 --  46
   18 --  59
   48 --  55
    3 -- 104
   64 --  74
   56 --  87
   28 --  96
   50 --  53
   33 -- 107
   14 --  55
   18 --  74
   58 --  85
   43 --  94
   20 --  52
   96 -- 109
   59 --  83
    3 --  20
   23 --  73
   93 --  98
   97 -- 103
   61 --  89
   27 --  41
   40 --  47
   39 --  73
    4 --  61
   51 --  95
    7 --  32
   11 --  37
   42 --  45
   54 --  69
   10 --  50
   36 --  59
   49 --  85
   41 --  48
   31 --  77
   13 --  39
    9 --  31
   18 --  50
   74 --  87
   38 --  49
   40 --  91
    4 --  97
   51 -- 107
   20 --  76
   29 -- 103
   42 --  81
    5 -- 107
   14 --  62
   53 --  97
   66 --  75
    0 --  48
    7 -- 101
   46 --  64
   59 -- 104
   15 --  37
   73 -- 102
   37 --  72
