GRAPH 120 2039:
   19 --  72
   32 --  96
   42 -- 107
   90 --  97
   57 --  88
   21 --  66
    4 --  14
   87 --  98
    0 --  38
   48 --  96
   20 --  41
   11 -- 116
   46 --  58
   23 --  76
   82 --  85
   36 -- 116
   37 --  66
   19 --  20
   13 -- 118
    5 --  41
   62 --  90
   74 -- 100
   99 -- 116
   48 --  92
   42 --  46
   53 --  80
   36 --  56
  101 -- 118
   31 --  64
   27 --  96
   55 --  94
   40 --  88
   38 --  50
   46 -- 113
   51 -- 102
   25 --  31
   17 --  74
    8 --  97
   16 --  68
   11 --  28
   29 -- 106
   42 --  82
    6 -- 116
   66 --  76
   31 -- 116
    0 --  61
   23 --  69
   72 -- 109
   16 -- 112
   45 --  88
   37 --  75
   28 --  48
   50 -- 101
   98 -- 107
   27 --  45
   17 --  23
    0 --  73
   16 --  44
   53 --  89
   36 --  39
   54 --  89
   49 --  73
   55 --  87
   12 --  56
    4 -- 109
   15 --  29
   64 --  69
   65 --  73
   20 --  72
   76 --  93
   41 --  69
   33 --  96
   42 --  93
    6 -- 111
    1 --  31
   57 -- 106
   67 -- 111
   13 --  23
   87 -- 112
   35 -- 118
    0 --  52
   46 --  68
   68 --  81
   23 --  66
   16 -- 119
   45 --  81
   37 -- 116
   93 -- 119
   32 --  74
    5 --  27
   70 --  91
   62 --  68
    9 --  88
   14 --  78
   39 --  66
    4 --  32
   15 --  86
    0 --  64
   77 -- 110
   33 --  45
   81 -- 107
   36 --  46
    1 --  68
   35 --  51
   26 --  68
   75 --  88
   40 --  70
    4 --  84
   43 --  51
    8 -- 111
   17 --  68
   65 --  66
   19 --  95
   52 -- 110
   42 --  68
    5 --  80
   53 -- 118
    1 --  16
   30 -- 104
   21 --  93
   46 --  79
   12 -- 107
   59 -- 101
   68 --  88
   17 -- 112
   15 --  46
   64 -- 104
   19 --  43
    8 --  91
   36 --  97
   32 --  65
   13 --  97
   93 -- 112
   71 --  96
   27 --  59
   10 --  81
   75 -- 101
   47 --  52
    1 --  44
    4 --  47
   87 --  93
    8 --  42
    0 --  71
   48 --  65
   29 --  33
   23 --  47
    6 --  45
   73 --  95
   16 --  26
    1 --  93
   50 --  75
   78 --  93
   35 --  56
    9 --  13
   18 --  32
   75 --  81
   12 --  46
   37 --  50
   20 --  94
   42 --  79
   45 --  50
   10 --  20
   66 --  89
   21 -- 102
   79 -- 101
   96 -- 118
   60 -- 100
   23 --  80
   28 --  29
   84 --  98
   32 --  88
   33 --  78
    5 --  13
   61 --  96
   62 -- 118
   27 --  48
   66 -- 109
   21 --  42
   86 -- 104
   11 --  76
   24 --  84
   23 --  36
   81 -- 101
   82 -- 109
   45 -- 119
    6 --  36
   10 --  43
  102 -- 104
   41 --  47
   18 --  27
   27 --  76
   40 --  52
   12 --  37
   17 --  54
   15 -- 104
   28 --  64
   19 -- 109
   20 -- 101
   77 --  84
   42 --  54
    5 --  66
    6 --  80
    1 --  98
   66 --  80
   39 --  53
   78 -- 112
    7 --  76
    0 --  25
   46 --  89
   40 --  96
   12 --  25
   68 --  78
   17 --  98
    8 --  73
   85 -- 101
   38 -- 101
   21 --  51
    4 --  29
   34 --  93
   43 -- 106
    0 --  85
   35 --  89
   26 --  46
   11 --  69
   29 --  51
   12 --  77
   36 --  91
   31 --  45
  106 -- 110
   27 --  69
   39 --  93
   17 --  47
  109 -- 118
   53 --  65
   39 --  50
   22 -- 110
   21 -- 104
   23 -- 102
   56 --  74
   65 --  97
   84 -- 112
   85 -- 110
   33 --  88
   42 -- 101
   89 -- 107
   62 --  96
   71 --  79
   10 --  74
   18 --  89
   67 -- 119
    1 --  55
   80 --  93
   52 --  62
   91 -- 109
   12 --  68
   59 --  68
   23 --  58
   82 --  95
   36 --  66
   28 --  39
   50 -- 116
   13 --  64
   27 --  90
   38 --  72
   52 --  66
   17 --  32
  109 -- 111
   37 --  45
   29 --  64
   42 --  56
   25 --  96
    6 --  66
   53 --  74
   31 --  94
   44 --  54
   55 --  68
   12 --  15
   88 -- 104
   69 --  74
    8 -- 119
   64 -- 116
   56 --  81
   19 --  71
   85 -- 119
   32 -- 109
   33 --  81
   89 -- 108
   66 -- 118
    7 -- 118
   46 --  55
   59 --  93
   68 --  96
   36 --  73
   28 --  62
   61 --  95
   95 -- 118
   51 --  89
   52 --  73
   17 --  25
    7 --  42
    8 --  50
   63 --  89
   29 --  89
    4 --  55
    6 --  69
   13 --  45
   44 --  45
   18 --  56
   26 -- 119
   55 --  93
   23 -- 116
   17 --  85
   64 --  75
   28 --  97
   29 -- 109
   11 --  27
   14 --  52
   90 -- 109
    5 --  97
   27 --  28
   43 --  81
   68 -- 111
   69 -- 103
   59 --  82
   25 --  38
    2 --  32
   94 -- 113
   97 -- 102
   61 --  88
   74 --  96
    4 --  62
   52 --  80
   17 --  18
    0 -- 118
   48 --  80
   29 --  82
   11 --  36
   23 --  28
   10 --  51
    2 -- 116
    1 --  78
   18 --  51
    3 --  80
   88 -- 118
   51 -- 106
    4 --  98
    8 -- 101
   64 --  66
   65 -- 116
   20 --  77
   29 -- 102
   41 --  64
   90 -- 116
   18 --  66
   10 -- 103
    1 --  26
   58 --  93
   31 -- 112
   87 -- 119
    0 --  49
   46 --  65
   11 --  97
   96 -- 101
   51 --  54
   23 --  65
    8 --  81
   73 -- 101
   45 --  84
   62 --  65
   27 --  33
   18 -- 118
    9 --  91
   74 -- 107
   39 --  65
   15 --  85
   29 --  43
   33 --  40
   81 -- 118
   78 --  87
   18 --  42
   47 -- 118
   12 --  52
   15 --  25
   56 -- 102
   28 -- 119
   33 -- 100
   42 --  89
   10 -- 110
   21 --  80
   44 --  87
    0 --   8
   12 -- 104
   68 --  93
   59 --  96
   51 --  63
   15 --  45
    8 --  88
   19 --  38
    2 --  50
   75 --  96
   21 --  36
   95 -- 109
    4 --  44
    7 --  17
    0 --  68
   11 --  82
   77 -- 106
   81 -- 111
   36 --  42
   31 --  50
   78 --  94
   40 --  74
   12 --  51
   52 -- 106
   17 --  56
    8 --  19
   65 --  70
   37 --  53
   11 --  14
   64 --  80
   76 --  80
   42 --  64
   15 -- 102
    6 --  90
   10 -- 105
   66 --  90
   49 --  50
   21 --  89
   44 --  78
   40 -- 118
   69 --  82
   16 --  98
   17 -- 116
   15 --  42
    8 --  95
    9 --  69
   18 -- 104
   43 -- 112
    0 --  91
   48 --  69
   33 --  58
   81 --  96
  101 -- 109
   50 --  71
   14 --  97
   79 --  93
   18 --  28
    9 --  49
   38 --  91
   12 --  42
   28 --  69
  112 -- 113
   33 -- 118
    5 --  69
   14 --  16
   66 --  85
   39 --  56
   79 --  97
   35 -- 104
   26 --  31
   17 -- 109
   15 --  51
   19 --  52
   85 --  88
   33 --  66
   98 -- 112
   70 --  73
   27 --  52
   21 --  54
    4 --  18
   11 --  64
   12 --  82
   59 --  74
   29 --  54
   23 --  32
   81 --  89
   68 -- 119
   28 --  45
    2 --  88
   32 --  40
   31 --  32
   35 --  37
   27 --  64
   18 --  23
   40 --  56
   12 --  33
    4 --  70
   17 --  42
   65 --  80
   37 --  39
   20 --  97
   29 --  74
   53 --  68
   67 --  70
   21 -- 107
   13 --  62
   58 -- 113
   31 --  84
    7 --  72
   55 -- 114
   47 --  81
   46 --  93
   68 --  74
   12 --  21
   23 -- 101
    8 --  77
   17 -- 102
   56 --  71
   19 --  61
    2 --  31
   15 --  56
   93 --  94
   42 -- 102
   89 -- 102
   66 --  96
   39 -- 101
   21 --  63
   80 --  90
   43 -- 110
   44 -- 112
   12 --  73
   33 --  52
   81 --  82
   82 --  96
   28 --  36
   32 --  47
   31 --  41
    5 --  38
   61 --  73
   35 --  42
   26 --  93
   39 --  89
   17 --  35
    0 -- 101
   19 -- 118
  113 -- 119
    6 --  79
   53 --  77
   39 --  46
   31 --  93
    0 --  20
   48 --  62
   88 -- 101
    4 -- 113
   23 --  98
   17 --  95
   16 --  87
   28 -- 111
    2 --  22
   85 -- 106
   41 --  81
   14 --  46
   90 -- 103
   18 --  85
   21 --  56
   39 --  98
   26 --  53
   44 -- 111
   56 --  61
    0 --  32
   63 -- 104
   12 --  64
   68 -- 101
   59 --  88
   23 --  54
   25 --  88
   73 -- 118
   45 -- 101
   37 --  88
    2 --  42
   72 --  96
   70 -- 119
   62 --  80
    4 --  52
   17 --  36
   28 --  82
   20 -- 119
   76 -- 116
    1 -- 112
   13 --  48
   46 -- 111
   38 --  56
   16 --  78
   17 --  80
   56 --  85
   28 -- 102
    2 --  17
   41 --  90
   24 --  62
   33 --  85
   42 -- 104
   62 -- 111
   57 --  95
   58 --  87
   21 --  65
   35 --  75
    0 --  39
   48 --  97
   20 --  42
   59 --  81
   25 --  33
    6 --  13
   36 -- 117
   37 --  65
    2 --  37
   61 --  91
   74 -- 101
   75 -- 113
   40 --  45
   39 --  79
   38 --  71
   52 --  85
    8 --  54
   17 --  29
    7 --  38
   29 --  85
   42 --  47
   25 -- 109
   10 --  52
   50 --  95
   13 --  41
   18 --  52
    9 --  25
   46 -- 118
   38 --  51
   40 --  89
   17 --  73
   58 --  94
   21 --  74
   31 -- 119
   43 --  85
   44 --  93
    0 --  62
   46 --  66
   20 --  49
   12 -- 118
   96 --  98
   51 --  53
   23 --  68
   16 -- 113
   73 --  96
   37 --  74
   32 --  52
   98 -- 104
   14 --  68
   62 --  66
   71 -- 109
   75 -- 118
   39 --  68
    4 --  58
    8 --  61
    0 --  74
   24 --  64
   23 --  24
   25 -- 118
   53 --  88
    6 --  48
   10 --  63
   49 --  72
   74 --  80
   55 --  86
   40 --  64
    3 --  84
   51 -- 110
   52 --  96
   17 --  66
   28 -- 116
   29 --  98
   20 --  73
   42 --  90
   54 -- 106
   66 --  68
   43 --  74
   44 --  84
    7 --  96
    0 --  53
   68 --  82
   60 --  87
   25 --  51
   45 --  80
   19 --  37
   93 -- 118
   84 --  93
   32 --  75
   61 -- 109
   62 --  69
   18 -- 114
    1 --  42
    9 --  95
   21 --  39
    4 --  33
   95 --  96
   15 --  81
    0 --  65
    7 --  20
   29 --  39
   76 --  97
   33 --  44
   81 -- 106
   54 --  81
    1 --  91
    2 --  75
   49 --  65
   36 --  47
   35 --  50
    4 --  85
   17 --  59
   56 -- 106
   11 --  13
   32 -- 118
   10 -- 106
   67 --  87
   49 --  61
   31 -- 101
    0 --  12
   47 --  70
   68 --  89
   23 --  90
    2 --  14
   94 -- 103
   32 --  66
   97 -- 116
   61 -- 102
   62 --  76
    9 --  64
   18 -- 109
   21 --  32
    0 --  88
   48 --  66
   29 --  32
   12 --  88
   77 -- 102
   33 --  37
   25 --  64
   50 --  72
   14 --  98
   79 --  80
   27 -- 118
   18 --  33
   12 --  47
   52 -- 118
    8 --  23
   65 --  90
   28 --  74
   20 --  95
   33 -- 113
   10 --  21
   66 --  86
   58 -- 107
   31 --  98
   46 --  87
   47 --  79
   25 --  61
   17 -- 104
   64 --  96
   45 --  66
   37 -- 101
   15 --  54
   32 --  89
   70 --  74
   62 -- 119
   71 --  88
    1 --  36
    9 --  73
   10 --  89
    4 --  23
   35 --  83
    0 --  95
   33 --  62
   23 --  39
   25 --  73
   82 -- 106
   45 -- 118
    1 --  85
  102 -- 105
   49 -- 115
   41 --  46
   31 --  39
   14 -- 101
   36 --  93
   79 --  89
    5 --  48
   74 --  77
   26 --  87
   40 --  53
   38 --  95
   17 --  53
   15 -- 107
   28 --  65
   20 -- 102
   29 --  77
   14 --  20
    5 --  65
   66 --  81
   39 --  52
   31 -- 107
   21 -- 110
   79 -- 109
   26 --  27
    7 --  79
   78 -- 113
   55 -- 113
   46 --  94
   59 -- 114
   68 --  79
   23 -- 104
   15 --  63
   16 --  93
   56 --  68
   37 -- 110
   32 --  80
   33 --  70
    9 -- 114
   66 -- 101
   58 --  70
   39 -- 104
   35 --  88
   63 -- 102
  104 -- 109
    3 --  35
   20 --  25
   33 --  55
   72 -- 118
   82 -- 101
   45 -- 111
   28 --  41
   36 --  68
    6 --  28
   31 --  44
   61 --  76
   26 --  94
   27 --  68
   40 --  60
    4 --  66
   51 --  74
   52 --  68
   17 --  46
   28 --  88
   11 --  48
   20 -- 109
   42 --  62
   14 --  31
   39 --  45
   26 --  98
    0 --  17
   55 --  78
   47 --  93
   12 --  17
    4 -- 118
   88 --  98
   23 --  97
   16 --  84
   84 -- 113
   85 -- 109
   42 --  98
   89 -- 106
   62 --  97
   52 --  63
   69 -- 116
   25 --  91
    6 --  23
   28 --  32
   49 -- 109
   32 --  35
   14 -- 119
   70 -- 112
   26 --  89
   38 --  73
   39 --  85
    8 --  12
   17 --  39
   11 --  41
   53 --  73
   54 --  73
   39 --  42
   79 -- 115
   44 --  55
   18 --  62
    9 --  19
   85 -- 118
   42 -- 109
   62 -- 104
   18 --  81
   21 --  68
    0 --  36
   91 -- 101
   46 --  52
   20 --  47
   96 -- 104
   45 --  97
   36 --  74
   37 --  68
   27 --  82
   74 -- 102
   40 --  42
   39 --  82
   52 --  74
   48 --  90
   29 --  88
   36 --  62
   31 --  70
   44 --  46
    9 --  20
   46 -- 115
   38 --  60
   23 -- 119
   64 --  76
   56 --  89
   28 --  98
   20 --  71
   19 --  79
   32 -- 101
   53 -- 102
    9 -- 101
   21 --  77
   44 --  98
   46 --  63
   20 --  54
  111 -- 119
   59 --  85
   68 -- 104
   25 --  37
   45 --  90
   28 --  54
    2 --  33
   98 -- 109
   70 --  98
   62 --  95
   75 -- 117
   39 --  75
   52 --  81
   29 --  81
   42 --  43
   36 --  37
   10 --  48
   41 --  54
   50 --  91
   74 --  85
   40 --  93
   12 --  62
   52 -- 101
    8 -- 102
   43 --  56
   17 --  77
   29 -- 101
   33 --  98
   66 --  73
   44 --  89
   35 -- 116
    0 --  50
   46 --  70
   20 --  61
   68 --  87
   23 --  64
   37 -- 118
   14 --  72
   27 --  32
   74 -- 104
   39 --  64
   52 --  88
   29 --  42
   16 --  33
   73 --  80
    1 --  70
   31 --  52
   78 --  84
   26 --  70
   18 --  43
   74 --  92
   40 --  68
   12 --  53
    8 -- 109
   17 --  70
   64 --  90
   65 --  76
   76 --  90
   42 --  70
    5 --  82
   53 -- 104
   54 -- 110
   57 -- 109
    0 --   9
   46 --  73
   12 -- 105
   68 --  94
   73 -- 109
   45 --  76
   32 --  79
   97 -- 119
   41 -- 116
    5 --   6
   18 -- 110
    1 --  46
   21 --  35
   80 -- 118
   55 --  58
   29 --  35
   12 --  93
   59 --  63
   23 --  45
   81 -- 110
   73 --  89
   82 -- 116
   54 --  85
   31 --  61
   35 --  54
   40 --  75
    4 --  81
   43 --  54
    8 --  20
   64 --  81
   65 --  69
   37 --  52
   29 -- 119
   52 -- 107
   56 -- 110
   42 --  65
   17 --  63
   54 --  97
   66 --  91
   46 --  80
   47 --  66
   12 --  96
   96 -- 116
   17 -- 107
  117 -- 119
   64 -- 109
   45 --  69
   15 --  53
   32 --  70
   98 -- 118
   70 --  87
   71 --  95
   27 --  62
   38 -- 108
   39 -- 118
    8 --  47
    7 --   9
   20 --  23
   23 --  42
   16 --  31
   36 --  82
  102 -- 106
   13 --  80
   31 --  58
   35 --  63
   18 --  29
   27 --  74
   40 --  50
   38 --  88
    4 --  88
   12 --  43
   15 -- 110
    7 --  61
   20 --  91
    6 --  82
   10 --  17
   66 --  82
   58 -- 119
   39 --  59
   78 -- 114
   79 --  96
   35 -- 107
    7 --  82
    0 --   7
   46 --  91
   44 --  70
   12 --  31
   69 --  90
   23 -- 111
    8 --  71
   56 --  65
   41 -- 102
   32 --  93
   98 -- 113
   14 --  93
   70 --  78
   18 --  96
    1 --  56
   47 --  56
   21 --  53
   52 --  53
   43 -- 104
   29 --  53
  104 -- 106
   68 -- 112
   33 --  50
   81 --  88
   36 --  89
   37 --  85
   31 --  35
   61 --  79
   37 --  38
   11 --  63
   42 --  51
   21 -- 106
   31 --  87
   91 --  95
   46 --  98
   40 -- 101
   47 --  80
   59 -- 118
   17 -- 101
   85 --  96
   41 -- 111
   62 --  98
    9 -- 118
   10 --  76
   66 --  97
    4 --  26
   44 -- 113
    0 --  42
   48 -- 116
   12 --  74
   59 --  66
   82 --  97
   54 --  62
   36 --  64
   50 -- 118
   31 --  40
   13 --  66
   61 --  72
   35 --  45
   27 --  88
  106 -- 107
   14 -- 112
   39 --  88
    4 --  78
   52 --  64
    8 --   9
   37 --  47
   29 --  66
    6 --  76
   36 --  52
   54 --  74
   79 -- 118
    7 --  64
    0 --  21
   47 --  89
   69 --  76
    8 -- 117
   56 --  79
   28 -- 104
   50 --  61
   41 --  80
   42 -- 110
   90 -- 100
   62 -- 101
   18 --  82
   89 -- 110
   80 --  82
   52 --  59
   43 -- 102
   91 --  96
   63 -- 107
   12 --  65
   25 --  95
    6 --  11
   82 --  88
   45 -- 100
   36 --  79
   32 --  39
   97 -- 111
   62 --  81
   27 --  81
   39 --  81
   95 -- 116
   52 --  79
   17 --  27
   37 --  40
   11 --  45
   24 -- 115
   53 --  85
   54 --  77
    1 -- 119
   13 --  47
   27 -- 109
   47 -- 102
   88 -- 109
   28 -- 103
   85 -- 114
   50 --  52
   32 --  98
   33 --  84
    9 --  96
   18 --  77
   58 --  84
   30 -- 117
   35 --  74
    0 --  56
    7 -- 109
   46 --  56
   68 -- 109
   60 --  66
   25 --  32
   36 -- 118
   37 --  64
   28 --  59
   32 --  62
   13 -- 116
    5 --  23
   62 --  88
   74 --  98
   40 --  46
   17 --  28
   16 --  55
    6 --  62
  101 -- 116
    2 -- 118
   10 --  53
   26 -- 112
   27 --  98
   74 --  86
   18 --  53
   47 -- 111
   46 -- 119
   88 -- 116
    4 --  96
   51 -- 104
   16 --  70
   56 --  93
   65 -- 118
   29 -- 104
   41 --  66
   42 --  80
   33 -- 109
   18 --  68
    1 --   4
   66 --  74
   58 --  95
   21 --  73
   31 -- 118
   13 --  28
   44 --  94
   11 -- 111
   12 -- 119
   20 --  50
   51 --  52
   68 --  84
   73 -- 103
   37 --  73
   84 --  87
   32 --  53
   61 --  83
   53 --  54
   74 -- 109
   21 --  29
    4 --  59
   52 --  93
    8 --  62
   17 --  21
   63 --  77
   33 --  42
   23 --  27
   72 --  91
   16 --  46
    1 --  65
   49 --  79
   31 --  75
   74 --  81
   40 --  65
   17 --  65
   65 --  79
   19 --  88
   11 --  23
   53 -- 107
   45 --  62
   54 -- 107
   66 --  69
   43 --  77
   46 --  74
   12 -- 110
   59 -- 110
   25 --  50
   15 --  35
   84 --  94
   41 -- 119
   70 --  89
   62 --  74
   71 -- 101
   27 --  36
   53 --  63
   38 -- 118
   34 --  78
    8 --  37
    0 --  66
   63 --  74
   48 --  76
   11 --  80
   33 --  35
   36 --  40
   13 --  90
   26 --  66
   18 --  39
   74 --  88
   35 --  53
    3 --  92
   52 -- 104
   43 --  53
   56 -- 107
   28 --  76
   20 --  81
   41 --  76
   42 --  66
   10 -- 107
    7 --  88
   55 --  98
   40 -- 116
   12 -- 101
   47 --  65
   23 --  85
    8 --  93
   17 -- 118
   84 -- 101
   33 --  75
   42 -- 118
   70 --  80
   53 --  56
   61 -- 101
    9 --  71
   18 -- 106
   47 --  54
   21 --  47
   14 --  87
   15 --  89
    0 --  89
   29 --  63
   12 --  89
   23 --  41
   81 --  98
   73 --  93
   25 --  71
   72 --  73
  102 -- 119
   50 --  73
   14 --  99
   27 --  73
   40 --  79
   12 --  40
    4 --  93
  108 -- 116
   64 --  85
   65 --  89
   17 --  51
   20 --  88
   77 --  89
   24 --  27
   42 --  77
   33 -- 112
   45 --  48
   10 --  18
   39 --  62
   35 -- 102
   46 --  84
   12 --  28
   23 --  82
    8 --  68
   17 -- 111
   64 --  97
   19 --  50
   45 --  65
   41 --  97
    5 --  11
   14 --  94
   71 --  91
   18 -- 101
    9 --  72
   62 -- 116
   38 --  96
   21 --  40
    4 --  16
   80 --  97
    0 --  80
   29 --  56
   12 --  80
   68 --  85
   25 --  72
  101 -- 104
  102 -- 110
    1 --  84
   41 --  45
   50 --  64
   13 --  76
   79 --  88
   26 --  84
   12 --  39
    4 --  68
  108 -- 115
   17 --  52
   65 --  82
   28 --  66
   29 --  76
   20 -- 103
   15 -- 106
   42 --  52
    5 --  64
   53 --  70
   10 --  29
   55 -- 112
   69 --  70
   16 --  94
   17 --  96
   56 --  69
   32 --  81
   24 --  46
    5 -- 116
   14 --  33
   66 --  98
    4 --  31
   26 --  44
  104 -- 110
   12 --  79
   73 --  79
   82 --  98
   28 --  42
   36 --  69
   32 --  45
   13 --  69
   35 --  40
    9 --  61
   51 --  77
   17 --  45
   63 --  85
   20 -- 110
   42 --  63
   89 --  93
   53 --  79
   54 -- 119
   21 -- 118
    7 --  71
   12 --  18
    4 -- 119
   23 --  96
   17 --  89
   28 -- 109
   32 -- 104
   33 --  94
   62 -- 102
   71 --  73
   58 --  78
   39 --  96
   80 --  95
   52 --  56
   35 --  64
   91 -- 111
    0 --  46
   63 -- 110
   26 --  55
   12 --  70
   23 --  52
   81 --  85
   36 --  76
   28 --  33
   32 --  36
   22 --  43
   14 -- 116
   70 -- 113
   62 --  82
    9 --  38
    4 --  74
   63 --  82
   28 --  80
    6 --  64
   36 --  48
   10 --  15
    2 --  96
   49 --  88
   31 --  88
   79 -- 114
   27 -- 104
   18 --  63
   55 --  70
   38 --  58
   40 --  80
   17 --  82
   64 -- 118
   19 --  73
   42 -- 106
   33 --  87
    1 --  14
   66 -- 116
    0 --  37
   46 --  53
   68 --  98
   25 --  35
   72 -- 101
   45 --  96
    2 --  39
   49 -- 101
   32 --  59
   13 -- 119
   50 -- 109
   62 --  85
   27 --  85
   17 --  31
   25 -- 111
   53 --  81
   10 --  54
   44 --  47
   27 --  97
   18 --  54
   46 -- 112
   38 --  61
    4 -- 101
   23 -- 118
   17 --  75
    8 --  96
   15 --  21
   29 -- 107
   33 -- 104
   42 --  85
   14 --  58
   66 --  79
   92 -- 101
    3 --  25
   12 -- 116
   23 --  74
   94 -- 119
   32 --  50
   13 -- 112
   14 --  70
   27 --  42
   74 -- 110
   75 -- 116
   39 --  74
   52 --  82
  100 -- 116
    0 --  72
   48 --  82
   16 --  43
   72 --  88
    1 --  76
   50 --  88
   13 --  36
   31 --  78
   74 --  82
   55 --  84
   12 --  63
   52 -- 102
   15 --  18
   64 --  68
   65 --  74
   20 --  79
   53 -- 110
   18 --  64
    9 -- 109
   66 --  70
   21 --  85
   87 -- 113
    0 --  51
   20 --  62
   96 -- 103
   68 --  80
   59 -- 109
   25 --  45
   51 --  56
   45 --  82
   32 --  73
   98 -- 101
    5 --  28
    4 --  39
   80 -- 112
   52 --  89
    0 --  79
  104 -- 118
   33 --  46
   72 --  95
   36 --  45
    1 --  69
    2 --  77
   10 --  56
   41 --  62
   31 --  55
   74 --  93
   12 --  54
   43 --  48
    8 -- 110
   52 -- 109
   56 -- 104
   32 -- 116
    6 --  97
   54 -- 111
   58 --  98
   34 -- 118
    7 --  95
   83 --  86
   46 --  78
   47 --  68
   12 -- 106
   59 --  98
   23 --  88
   45 --  75
   93 -- 113
   32 --  64
   70 --  93
   47 --  53
    4 --  46
    8 --  41
    0 --  70
    7 --  19
   48 --  64
   12 --  94
   59 --  62
   33 --  39
   77 -- 104
   81 -- 109
   73 --  88
   10 --  35
  102 -- 112
    1 --  94
   26 --  78
   27 -- 116
   18 --  35
   12 --  45
    4 --  82
    8 --  21
   17 --  62
   65 --  68
   64 --  82
   29 -- 118
   19 -- 101
   76 --  82
    5 --  90
   54 -- 102
   66 --  88
   31 --  96
   35 -- 101
   12 --  97
   68 --  70
   69 --  80
   23 --  81
   15 --  52
   64 -- 110
   17 -- 106
   19 --  49
   98 -- 119
   70 --  84
   18 -- 102
   72 --  79
   38 -- 109
   21 --  43
   35 --  81
    0 --  93
    7 --   8
   11 --  77
   12 --  85
   29 --  59
   25 --  75
   81 -- 102
   82 -- 108
   36 --  83
   10 --  42
  102 -- 107
    1 --  87
   31 --  37
   14 -- 103
   79 --  95
   74 --  79
   12 --  36
    4 --  89
    8 --  28
    0 -- 105
   56 -- 118
   65 --  93
   77 --  85
   33 -- 116
   42 --  73
   30 --  85
   39 --  58
   35 -- 106
   55 -- 119
   47 --  74
    8 --  72
   64 -- 101
   56 --  66
   37 --  96
   85 -- 102
   33 --  64
   70 --  79
   21 --  52
    4 --  28
   43 -- 107
   52 --  54
  100 -- 104
   26 --  33
   29 --  52
   11 --  66
  104 -- 107
   68 -- 113
   73 --  74
   36 --  90
   28 --  47
   49 -- 118
   32 --  42
   35 --  39
   27 --  66
   74 -- 118
   18 --  21
   12 --  35
    4 --  64
   17 --  40
    0 --  96
   11 --  62
    5 --  76
   53 --  66
   48 --  57
   12 --  23
   88 --  96
    8 --  79
   56 --  73
